D1,-,1,1.292984,103.774755,19.168408
D1,-,1,1.292948,103.774742,30.74766
D1,-,1,1.292859,103.774689,44.561346
D1,-,1,1.292781,103.774612,40.49628
D1,-,1,1.292689,103.774534,22.332265
D1,-,1,1.292601,103.774497,1.106113
D1,-,1,1.2925,103.774495,12.890089
D1,-,1,1.292325,103.774455,53.404318
D1,-,1,1.292268,103.774378,87.621106
D1,-,1,1.292263,103.774274,-55.457289
D1,-,1,1.292336,103.774168,-54.806866
D1,-,1,1.292396,103.774083,-42.569005
D1,-,1,1.292462,103.774022,-51.504072
D1,-,1,1.292529,103.773939,-54.614146
D1,-,1,1.2926,103.773838,-56.932679
D1,-,1,1.292656,103.773753,-46.715496
D1,-,1,1.292736,103.773667,-67.814668
D1,-,1,1.292798,103.773514,-57.713485
D1,-,1,1.292875,103.773393,-48.812396
D1,-,1,1.292942,103.773316,-50.831401
D1,-,1,1.293009,103.773234,-67.926183
D1,-,1,1.293051,103.773131,-74.181171
D1,-,1,1.293077,103.773037,-71.71184
D1,-,1,1.293108,103.772945,-66.410178
D1,-,1,1.293157,103.772832,-68.910902
D1,-,1,1.293193,103.772738,-63.38266
D1,-,1,1.293246,103.772633,-68.006534
D1,-,1,1.293296,103.772509,-71.725689
D1,-,1,1.293327,103.772416,-76.399442
D1,-,1,1.293349,103.772325,-80.692643
D1,-,1,1.293365,103.772225,-65.35728
D1,-,1,1.293414,103.772119,-12.871273
D1,-,1,1.293543,103.77209,23.564416
D1,-,1,1.293659,103.77214,26.795343
D1,-,1,1.293746,103.772184,26.673086
D1,-,1,1.293841,103.772232,39.108843
D1,-,1,1.293937,103.772311,43.437716
D1,-,1,1.294023,103.772392,53.116334
D1,-,1,1.294097,103.772491,51.064627
D1,-,1,1.294158,103.772566,46.788761
D1,-,1,1.294245,103.772658,39.989779
D1,-,1,1.294359,103.772754,29.879016
D1,-,1,1.294487,103.772828,25.650821
D1,-,1,1.294631,103.772897,28.758741
D1,-,1,1.294758,103.772966,31.524365
D1,-,1,1.294856,103.773026,54.013434
D1,-,1,1.294915,103.773108,81.364779
D1,-,1,1.294928,103.773199,-88.745047
D1,-,1,1.294926,103.77331,-76.85995
D1,-,1,1.294904,103.773405,-44.856619
D1,-,1,1.294762,103.773547,-42.342818
D1,-,1,1.294673,103.773627,-45.426546
D1,-,1,1.294596,103.773706,-42.278777
D1,-,1,1.294501,103.773792,-6.425736
D1,-,1,1.294391,103.773804,15.853475
D1,-,1,1.294295,103.773777,65.412219
D1,-,1,1.294254,103.773687,-66.6002
D1,-,1,1.294308,103.773563,-39.850091
D1,-,1,1.294391,103.773493,-39.707871
D1,-,1,1.29448,103.77342,-54.213628
D1,-,1,1.294544,103.773331,70.993098
D1,-,1,1.294506,103.773221,-80.146054
D1,-,1,1.294527,103.773104,82.861797
D1,-,1,1.294513,103.772994,27.921263
D1,-,1,1.294424,103.772947,32.558777
D1,-,1,1.29432,103.772881,42.660024
D1,-,1,1.294186,103.772758,79.429367
D1,-,1,1.294171,103.772673,53.209447
D1,-,1,1.294087,103.772561,47.478976
D1,-,1,1.293988,103.772454,41.21065
D1,-,1,1.293916,103.77239,30.101307
D1,-,1,1.293812,103.77233,24.832595
D1,-,1,1.293694,103.772275,20.384579
D1,-,1,1.293588,103.772236,29.547172
D1,-,1,1.293475,103.772172,74.222478
D1,-,1,1.293442,103.772054,-87.095912
D1,-,1,1.293448,103.77195,-84.308988
D1,-,1,1.293461,103.771813,-80.881254
D1,-,1,1.293487,103.771653,-72.515834
D1,-,1,1.293539,103.771488,-64.90309
D1,-,1,1.293614,103.771327,-59.234608
D1,-,1,1.293669,103.771235,-55.648497
D1,-,1,1.293727,103.77115,-51.323113
D1,-,1,1.293798,103.771062,-47.812723
D1,-,1,1.293878,103.770974,-44.005053
D1,-,1,1.293965,103.770889,-39.445979
D1,-,1,1.294051,103.770819,-34.761104
D1,-,1,1.294138,103.770758,-27.487313
D1,-,1,1.294222,103.770715,-23.261709
D1,-,1,1.294375,103.770649,-17.060067
D1,-,1,1.294462,103.770622,-11.1383
D1,-,1,1.29463,103.770589,-0.827178
D1,-,1,1.294786,103.770587,2.545592
D1,-,1,1.294933,103.770593,4.272921
D1,-,1,1.295068,103.770603,4.315119
D1,-,1,1.295188,103.770612,16.657136
D1,-,1,1.295275,103.770638,19.278748
D1,-,1,1.295368,103.770671,34.37869
D1,-,1,1.295469,103.77074,26.060437
D1,-,1,1.295551,103.77078,22.168608
D1,-,1,1.295648,103.77082,18.622496
D1,-,1,1.29574,103.770851,12.689367
D1,-,1,1.295885,103.770883,6.696285
D1,-,1,1.295979,103.770895,4.396
D1,-,1,1.296117,103.770905,20.035267
D1,-,1,1.296209,103.770939,57.761336
D1,-,1,1.296272,103.771039,78.909538
D1,-,1,1.296291,103.771134,89.024316
D1,-,1,1.296293,103.771261,-88.207387
D1,-,1,1.296289,103.771398,87.143103
D1,-,1,1.296296,103.771541,84.608614
D1,-,1,1.296309,103.771678,74.214253
D1,-,1,1.296352,103.771829,58.806024
D1,-,1,1.296458,103.772005,46.659012
D1,-,1,1.296578,103.772131,44.75744
D1,-,1,1.296697,103.77225,43.708209
D1,-,1,1.296764,103.772314,42.83555
D1,-,1,1.296831,103.772376,36.201301
D1,-,1,1.296956,103.772467,38.258948
D1,-,1,1.297039,103.772533,47.923456
D1,-,1,1.297106,103.772606,58.256837
D1,-,1,1.297168,103.772707,44.617358
D1,-,1,1.297241,103.772779,45.331414
D1,-,1,1.29732,103.772859,34.496604
D1,-,1,1.297429,103.772934,24.766108
D1,-,1,1.297551,103.77299,24.689461
D1,-,1,1.297694,103.773056,25.432544
D1,-,1,1.297845,103.773127,43.259718
D1,-,1,1.297963,103.773239,46.384775
D1,-,1,1.298073,103.773354,50.754439
D1,-,1,1.298181,103.773486,54.170017
D1,-,1,1.298273,103.773614,51.156936
D1,-,1,1.29837,103.773735,46.709642
D1,-,1,1.298467,103.773837,30.276237
D1,-,1,1.298578,103.773902,38.690223
D1,-,1,1.298705,103.774004,37.312399
D1,-,1,1.298781,103.774062,34.677552
D1,-,1,1.29886,103.774116,34.764208
D1,-,1,1.298936,103.774169,31.511909
D1,-,1,1.299053,103.774241,30.108569
D1,-,1,1.29917,103.774309,30.515787
D1,-,1,1.299286,103.774377,19.370754
D1,-,1,1.29943,103.774428,14.63379
D1,-,1,1.299584,103.774468,14.753368
D1,-,1,1.299723,103.774505,8.905833
D1,-,1,1.299879,103.774529,-13.219555
D1,-,1,1.300074,103.774484,-24.897846
D1,-,1,1.300199,103.774426,-33.241568
D1,-,1,1.300305,103.774356,-37.672726
D1,-,1,1.300385,103.774294,-43.670064
D1,-,1,1.300469,103.774214,-52.634433
D1,-,1,1.300558,103.774098,-56.85907
D1,-,1,1.300625,103.773995,-57.643684
D1,-,1,1.30068,103.773908,-57.203025
D1,-,1,1.300746,103.773806,-61.156618
D1,-,1,1.300813,103.773684,-62.863864
D1,-,1,1.300864,103.773584,-69.456151
D1,-,1,1.300918,103.773442,-75.382861
D1,-,1,1.300954,103.773302,-67.459104
D1,-,1,1.300997,103.773198,-19.248352
D1,-,1,1.301093,103.773164,72.775486
D1,-,1,1.301118,103.773245,-80.790423
D1,-,1,1.301101,103.773351,-81.351139
D1,-,1,1.301085,103.773456,-79.908467
D1,-,1,1.301069,103.773544,-67.039437
D1,-,1,1.301017,103.773667,-65.948188
D1,-,1,1.300976,103.773758,-61.412905
D1,-,1,1.300921,103.773859,-61.849984
D1,-,1,1.300848,103.773996,-60.361931
D1,-,1,1.300793,103.774092,-86.326623
D1,-,1,1.300786,103.7742,68.311368
D1,-,1,1.300821,103.774287,54.398143
D1,-,1,1.300899,103.774396,35.724818
D1,-,1,1.300995,103.774466,13.409815
D1,-,1,1.301128,103.774497,5.634482
D1,-,1,1.301289,103.774513,-25.851735
D1,-,1,1.301374,103.774472,-25.61054
D1,-,1,1.301465,103.774428,-25.561514
D1,-,1,1.301558,103.774383,-26.01447
D1,-,1,1.301657,103.774335,-25.29453
D1,-,1,1.301755,103.774289,-25.338686
D1,-,1,1.301856,103.774241,-26.667805
D1,-,1,1.301952,103.774193,-27.008211
D1,-,1,1.302044,103.774146,-29.915547
D1,-,1,1.302129,103.774097,-26.093244
D1,-,1,1.302226,103.77405,-23.911859
D1,-,1,1.302313,103.774011,-20.971404
D1,-,1,1.302464,103.773953,-11.007674
D1,-,1,1.302635,103.77392,-6.972434
D1,-,1,1.302789,103.773901,2.29617
D1,-,1,1.302938,103.773907,18.955439
D1,-,1,1.303044,103.773943,34.348898
D1,-,1,1.303142,103.77401,31.931557
D1,-,1,1.303219,103.774058,44.694177
D1,-,1,1.303284,103.774122,50.851215
D1,-,1,1.303339,103.77419,69.11514
D1,-,1,1.303374,103.774281,51.73707
D1,-,1,1.303481,103.774417,75.350577
D1,-,1,1.303525,103.774588,-70.359986
D1,-,1,1.303482,103.774711,-83.593723
D1,-,1,1.303464,103.774865,-88.193886
D1,-,1,1.30346,103.775,-89.872394
D1,-,1,1.30346,103.775134,77.861416
D1,-,1,1.303481,103.775235,82.751145
D1,-,1,1.303499,103.775375,78.814939
D1,-,1,1.303522,103.775491,52.072354
D1,-,1,1.303594,103.775583,39.846743
D1,-,1,1.303677,103.775652,27.830822
D1,-,1,1.303775,103.775704,63.857534
D1,-,1,1.30382,103.775795,23.736023
D1,-,1,1.303723,103.775753,68.657531
D1,-,1,1.303671,103.77562,73.687093
D1,-,1,1.303628,103.775473,65.50837
D1,-,1,1.303551,103.775303,72.031313
D1,-,1,1.303522,103.775215,82.180105
D1,-,1,1.303509,103.775122,82.532591
D1,-,1,1.303488,103.774957,78.947663
D1,-,1,1.303458,103.774803,79.739762
D1,-,1,1.303429,103.774644,85.365478
D1,-,1,1.303416,103.774484,79.742644
D1,-,1,1.303392,103.77435,59.336664
D1,-,1,1.303346,103.774272,44.513147
D1,-,1,1.303276,103.774203,28.612917
D1,-,1,1.30313,103.774124,22.875827
D1,-,1,1.303026,103.77408,19.014596
D1,-,1,1.302876,103.774028,8.218765
D1,-,1,1.302701,103.774003,-2.08136
D1,-,1,1.302604,103.774006,-10.020709
D1,-,1,1.30251,103.774023,-18.491179
D1,-,1,1.302425,103.774051,-20.887556
D1,-,1,1.302336,103.774085,-21.640838
D1,-,1,1.302241,103.774123,-23.297194
D1,-,1,1.30214,103.774166,-23.985401
D1,-,1,1.302041,103.774211,-24.28767
D1,-,1,1.301943,103.774255,-27.586322
D1,-,1,1.301846,103.774305,-29.881623
D1,-,1,1.301752,103.774359,-27.184791
D1,-,1,1.301661,103.774406,-28.695622
