V34,2017-01-24 03:13:52,1,1.3764719999999999,103.931164,51,114,2017-01-24 03:13:51
V34,2017-01-24 03:14:08,1,1.3752279999999999,103.93174999999999,32,206,2017-01-24 03:14:07
V34,2017-01-24 03:14:24,1,1.373481,103.93092799999999,51,205,2017-01-24 03:14:23
V34,2017-01-24 03:14:40,1,1.371372,103.930458,55,179,2017-01-24 03:14:39
V34,2017-01-24 03:14:56,1,1.3692420000000001,103.93075,45,170,2017-01-24 03:14:55
V34,2017-01-24 03:15:12,1,1.367372,103.93095599999999,46,176,2017-01-24 03:15:11
V34,2017-01-24 03:15:30,1,1.3662970000000001,103.930992,0,359,2017-01-24 03:15:27
V34,2017-01-24 03:15:44,1,1.3654500000000001,103.931003,38,180,2017-01-24 03:15:43
V34,2017-01-24 03:16:00,1,1.363642,103.931006,47,179,2017-01-24 03:15:59
V34,2017-01-24 03:16:16,1,1.3617919999999999,103.931006,46,179,2017-01-24 03:16:15
V34,2017-01-24 03:16:32,1,1.360411,103.931211,24,109,2017-01-24 03:16:31
V34,2017-01-24 03:16:48,1,1.3604689999999999,103.932408,15,23,2017-01-24 03:16:47
V34,2017-01-24 03:17:04,1,1.3613919999999999,103.93239199999999,27,357,2017-01-24 03:17:03
V34,2017-01-24 03:17:20,1,1.3616440000000001,103.933003,27,90,2017-01-24 03:17:19
V34,2017-01-24 03:17:36,1,1.362161,103.933258,21,357,2017-01-24 03:17:35
V34,2017-01-24 03:17:52,1,1.362317,103.93258299999999,17,266,2017-01-24 03:17:51
V34,2017-01-24 03:18:08,1,1.362339,103.93235300000001,3,337,2017-01-24 03:18:07
V34,2017-01-24 03:18:24,1,1.3625389999999999,103.93235,0,0,2017-01-24 03:18:23
V34,2017-01-24 03:18:40,1,1.362644,103.93234699999999,7,356,2017-01-24 03:18:39
V34,2017-01-24 03:18:56,1,1.362706,103.93235,0,0,2017-01-24 03:18:55
V34,2017-01-24 03:19:12,1,1.362706,103.93235,0,0,2017-01-24 03:19:11
V34,2017-01-24 03:19:28,1,1.362708,103.93235,0,0,2017-01-24 03:19:27
V34,2017-01-24 03:19:44,1,1.362708,103.93235,0,0,2017-01-24 03:19:43
V34,2017-01-24 03:20:00,1,1.362708,103.93235,0,0,2017-01-24 03:19:59
V34,2017-01-24 03:20:16,1,1.362711,103.93235,0,0,2017-01-24 03:20:15
V34,2017-01-24 03:20:32,1,1.362711,103.93235,0,0,2017-01-24 03:20:31
V34,2017-01-24 03:20:48,1,1.362717,103.93235300000001,0,0,2017-01-24 03:20:47
V34,2017-01-24 03:21:04,1,1.362717,103.93235300000001,0,0,2017-01-24 03:21:03
V34,2017-01-24 03:21:20,1,1.362717,103.93235300000001,0,0,2017-01-24 03:21:19
V34,2017-01-24 03:21:36,1,1.362722,103.93235799999999,0,0,2017-01-24 03:21:35
V34,2017-01-24 03:21:52,1,1.362722,103.93235799999999,0,0,2017-01-24 03:21:51
