PC 4009U,2017-01-26 16:04:48,1,1.3008310000000001,103.770242,26,196,2017-01-26 16:04:47,199
PC 4009U,2017-01-26 16:05:04,1,1.300594,103.770156,7,210,2017-01-26 16:05:03,190
PC 4009U,2017-01-26 16:05:20,1,1.299442,103.769947,43,181,2017-01-26 16:05:19,182
PC 4009U,2017-01-26 16:05:36,1,1.2975190000000001,103.769856,55,186,2017-01-26 16:05:35,183
PC 4009U,2017-01-26 16:05:52,1,1.2952920000000001,103.769722,40,184,2017-01-26 16:05:51,164
PC 4009U,2017-01-26 16:06:08,1,1.2945310000000001,103.769953,10,174,2017-01-26 16:06:07,200
PC 4009U,2017-01-26 16:06:24,1,1.2942389999999999,103.769842,0,0,2017-01-26 16:06:23,208
PC 4009U,2017-01-26 16:06:40,1,1.293947,103.769683,17,202,2017-01-26 16:06:39,276
PC 4009U,2017-01-26 16:06:56,1,1.2939719999999999,103.769406,12,349,2017-01-26 16:06:55,23
PC 4009U,2017-01-26 16:07:12,1,1.294192,103.769503,0,0,2017-01-26 16:07:11,0
